1182, 911, 1182, 958, 1410, 958, 1410, 911, meeting.
804, 907, 804, 961, 936, 961, 936, 907, head
561, 911, 561, 961, 696, 961, 696, 911, clear
915, 833, 915, 884, 1062, 884, 1062, 833, walk
1110, 833, 1110, 887, 1218, 887, 1218, 833, the
537, 830, 537, 887, 663, 887, 663, 830, She
939, 907, 939, 961, 1182, 961, 1182, 907, after the
1212, 826, 1212, 891, 1353, 891, 1353, 826, park
711, 911, 711, 965, 813, 965, 813, 911, her
660, 830, 660, 884, 804, 884, 804, 830, went
795, 837, 795, 894, 900, 894, 900, 837, for
1041, 826, 1041, 887, 1131, 887, 1131, 826, in
