1191, 826, 1191, 880, 1329, 880, 1329, 826, idiot
1035, 901, 1035, 955, 1392, 955, 1392, 901, vaccinations.
1089, 837, 1089, 887, 1197, 887, 1197, 837, an
798, 914, 798, 965, 954, 965, 954, 914, views
660, 904, 660, 965, 798, 965, 798, 904, their
945, 914, 945, 965, 1038, 965, 1038, 914, on
804, 833, 804, 891, 993, 891, 993, 833, always
513, 907, 513, 968, 651, 968, 651, 907, from
978, 833, 978, 891, 1122, 891, 1122, 833, spot
567, 826, 567, 897, 693, 897, 693, 826, You
672, 833, 672, 891, 786, 891, 786, 833, can
