825, 833, 825, 884, 960, 884, 960, 833, face
669, 907, 669, 955, 966, 955, 966, 907, don't give a
612, 833, 612, 891, 732, 891, 732, 833, Now
1095, 826, 1095, 884, 1218, 884, 1218, 826, that
540, 907, 540, 965, 672, 965, 672, 907, they
1077, 911, 1077, 961, 1257, 961, 1257, 911, about
1200, 833, 1200, 887, 1311, 887, 1311, 833, site
1263, 911, 1263, 961, 1368, 961, 1368, 911, me.
957, 830, 957, 891, 1086, 891, 1086, 830, is on
981, 904, 981, 955, 1116, 955, 1116, 904, shit
732, 837, 732, 891, 840, 891, 840, 837, my
