810, 907, 810, 968, 969, 968, 969, 907, going
765, 830, 765, 891, 921, 891, 921, 830, knew
1197, 907, 1197, 958, 1383, 958, 1383, 907, chaos.
1041, 907, 1041, 955, 1194, 955, 1194, 907, cause
528, 823, 528, 894, 792, 894, 792, 823, Everyone
684, 911, 684, 961, 804, 961, 804, 911, Was
933, 826, 933, 884, 1047, 884, 1047, 826, that
1131, 826, 1131, 887, 1398, 887, 1398, 826, Eurozone
537, 907, 537, 965, 693, 965, 693, 907, crisis
1053, 826, 1053, 884, 1137, 884, 1137, 826, the
957, 911, 957, 961, 1056, 961, 1056, 911, to
